OG_name,OG size (number of genomes),OG size (total number of genes)
OG_1954,1,1
OG_1955,1,1
OG_1956,1,1
OG_1957,1,1
OG_1958,1,1
OG_1959,1,1
OG_1960,1,1
OG_1961,1,1
OG_1962,1,1
OG_1963,1,1
OG_1964,1,1
OG_1965,1,1
OG_1966,1,1
OG_1967,1,1
OG_1968,1,1
OG_1969,1,1
OG_1970,1,1
OG_1971,1,1
OG_1972,1,1
OG_1973,1,1
OG_1974,1,1
OG_1975,1,1
OG_1976,1,1
OG_1977,1,1
OG_1978,1,1
OG_1979,1,1
OG_1980,1,1
OG_1981,1,1
OG_1982,1,1
OG_1983,1,1
OG_1984,1,1
OG_1985,1,1
OG_1986,1,1
OG_1987,1,1
OG_1988,1,1
OG_1989,1,1
OG_1990,1,1
OG_1991,1,1
OG_1992,1,1
OG_1993,1,1
OG_1994,1,1
OG_1995,2,2
OG_1996,1,1
OG_1997,1,1
OG_1998,2,2
OG_1999,1,1
OG_2000,1,1
OG_2001,1,1
OG_2002,1,1
OG_2003,1,1
OG_2004,1,1
OG_2005,1,1
OG_2006,1,1
OG_2007,1,1
OG_2008,1,1
OG_2009,1,1
OG_2010,1,1
OG_2011,1,1
OG_2012,1,1
OG_2013,1,1
OG_2014,1,1
OG_2015,1,1
OG_2016,1,1
OG_2017,1,1
OG_2018,1,1
OG_2019,1,1
OG_2020,1,1
OG_2021,2,2
OG_2022,1,1
OG_2023,1,1
OG_2024,1,1
OG_2025,1,1
OG_2026,2,2
OG_2027,1,1
OG_2028,1,1
OG_2029,1,1
OG_2030,1,1
OG_2031,1,1
OG_2032,1,1
OG_2033,1,1
OG_2034,1,1
OG_2035,1,1
OG_2036,1,1
OG_2037,1,1
OG_2038,1,1
OG_2039,1,1
OG_2040,1,1
OG_2041,1,1
OG_2042,1,1
OG_2043,1,1
OG_2044,1,1
OG_2045,1,1
OG_2046,1,1
OG_2047,1,1
OG_2048,1,1
OG_2049,1,1
OG_2050,1,1
OG_2051,1,1
OG_2052,1,1
OG_2053,1,1
OG_2054,1,1
OG_2055,1,1
OG_2056,1,1
OG_2057,1,1
OG_2058,1,1
OG_2059,1,1
OG_2060,1,1
OG_2061,1,1
OG_2062,1,1
OG_2063,1,1
OG_2064,1,1
OG_2065,1,1
OG_2066,1,1
OG_2067,2,2
OG_2068,1,1
OG_2069,1,1
OG_2070,1,1
OG_2071,1,1
OG_2072,1,1
OG_2073,1,1
OG_2074,2,2
OG_2075,1,1
OG_2076,1,1
OG_2077,2,2
OG_2078,1,1
OG_2079,1,1
OG_2080,1,1
OG_2081,1,1
OG_2082,1,1
OG_2083,2,2
OG_2084,1,1
OG_2085,1,1
OG_2086,1,1
OG_2087,1,1
OG_2088,1,1
OG_2089,1,1
OG_2090,1,1
OG_2091,1,1
OG_2092,1,1
OG_2093,1,1
OG_2094,1,1
OG_2095,1,1
OG_2096,1,1
OG_2097,1,1
OG_2098,1,1
OG_2099,1,1
OG_2100,1,1
OG_2101,1,1
OG_2102,1,1
OG_2103,1,1
OG_2104,1,1
OG_2105,1,1
OG_2106,1,1
OG_2107,1,1
OG_2108,2,2
OG_2109,1,1
OG_2110,1,1
OG_2111,1,1
OG_2112,1,1
OG_2113,2,2
OG_2114,1,1
OG_2115,1,1
OG_2116,1,1
OG_2117,1,1
OG_2118,1,1
OG_2119,1,1
OG_2120,1,1
OG_2121,1,1
OG_2122,1,1
OG_2123,1,1
OG_2124,1,1
OG_2125,1,1
OG_2126,1,1
OG_2127,1,1
OG_2128,1,1
OG_2129,1,1
OG_2130,1,1
OG_2131,1,1
OG_2132,1,1
OG_2133,1,1
OG_2134,1,1
OG_2135,1,1
OG_2136,1,1
OG_2137,1,1
OG_2138,1,1
OG_2139,1,1
OG_2140,1,1
OG_2141,1,1
OG_2142,1,1
OG_2143,1,1
OG_2144,1,1
OG_2145,1,1
OG_2146,1,1
OG_2147,1,1
OG_2148,1,1
OG_2149,1,1
OG_2150,1,1
OG_2151,1,1
OG_2152,1,1
OG_2153,1,1
OG_2154,1,1
OG_2155,1,1
OG_2156,1,1
OG_2157,1,1
OG_2158,1,1
OG_2159,1,1
OG_2160,1,1
OG_2161,1,1
OG_2162,1,1
OG_2163,1,1
OG_2164,1,1
OG_2165,1,1
OG_2166,1,1
OG_2167,1,1
OG_2168,1,1
OG_2169,1,1
OG_2170,1,1
OG_2171,1,1
OG_2172,2,2
OG_2173,1,1
OG_2174,1,1
OG_2175,1,1
OG_2176,1,1
OG_2177,1,1
OG_2178,1,1
OG_2179,1,1
OG_2180,1,1
OG_2181,1,1
OG_2182,1,1
OG_2183,1,1
OG_2184,1,1
OG_2185,1,1
OG_2186,1,1
OG_2187,1,1
OG_2188,1,1
OG_2189,1,1
OG_2190,1,1
OG_2191,1,1
OG_2192,1,1
OG_2193,1,1
OG_2194,1,1
OG_2195,1,1
OG_2196,1,1
OG_2197,1,1
OG_2198,1,1
OG_2199,1,1
OG_2200,1,1
OG_2201,1,1
OG_2202,1,1
OG_2203,1,1
OG_2204,1,1
OG_2205,1,1
OG_2206,1,1
OG_2207,1,1
OG_2208,1,1
OG_2209,1,1
OG_2210,1,1
OG_2211,1,1
OG_2212,1,1
OG_2213,1,1
OG_2214,2,2
OG_2215,1,1
OG_2216,1,1
OG_2217,1,1
OG_2218,1,1
OG_2219,1,1
OG_2220,1,1
OG_2221,1,1
OG_2222,1,1
OG_2223,1,1
OG_2224,1,1
OG_2225,1,1
OG_2226,1,1
OG_2227,1,1
OG_2228,1,1
OG_2229,1,1
OG_2230,1,1
OG_2231,1,1
OG_2232,1,1
OG_2233,1,1
OG_2234,1,1
OG_2235,1,1
OG_2236,1,1
OG_2237,1,1
OG_2238,1,1
OG_2239,1,1
OG_2240,1,1
OG_2241,1,1
OG_2242,1,1
OG_2243,1,1
OG_2244,1,1
OG_2245,1,1
OG_2246,1,1
OG_2247,1,1
OG_2248,1,1
OG_2249,1,1
OG_2250,1,1
OG_2251,1,1
OG_2252,1,1
OG_2253,1,1
OG_2254,1,1
OG_2255,1,1
OG_2256,1,1
OG_2257,1,1
OG_2258,2,2
OG_2259,1,1
OG_2260,1,1
OG_2261,1,1
OG_2262,1,1
OG_2263,1,1
OG_2264,1,1
OG_2265,1,1
OG_2266,1,1
OG_2267,1,1
OG_2268,1,1
OG_2269,1,1
OG_2270,1,1
OG_2271,1,1
OG_2272,1,1
OG_2273,1,1
OG_2274,1,1
OG_2275,1,1
OG_2276,1,1
OG_2277,1,1
OG_2278,1,1
OG_2279,1,1
OG_2280,1,1
OG_2281,1,1
OG_2282,1,1
OG_2283,6,6
OG_2284,5,5
OG_2285,5,5
OG_2286,4,4
OG_2287,5,5
OG_2288,5,5
OG_2289,11,11
OG_2290,7,7
OG_2291,8,8
OG_2292,11,11
OG_2293,1,1
OG_2294,1,1
OG_2295,1,1
OG_2296,1,1
OG_2297,1,1
OG_2298,3,3
OG_2299,5,6
OG_2300,1,1
OG_2301,11,11
OG_2302,5,5
OG_2303,10,10
OG_2304,1,1
OG_2305,4,4
OG_2306,4,4
OG_2307,1,1
OG_2308,2,2
OG_2309,3,3
OG_2310,2,2
OG_2311,1,1
OG_2312,1,1
OG_2313,2,2
OG_2314,1,1
OG_2315,1,1
OG_2316,2,2
OG_2317,2,2
OG_2318,2,2
OG_2319,1,1
OG_2320,1,1
OG_2321,1,1
OG_2322,1,1
OG_2323,1,1
OG_2324,1,1
OG_2325,1,1
OG_2326,1,1
OG_2327,1,1
OG_2328,2,2
OG_2329,2,2
OG_2330,2,2
OG_2331,2,2
OG_2332,2,2
OG_2333,1,1
OG_2334,1,1
OG_2335,2,2
OG_2336,2,2
OG_2337,2,2
OG_2338,2,2
OG_2339,1,1
OG_2340,1,1
OG_2341,1,1
OG_2342,1,1
OG_2343,1,1
OG_2344,2,2
OG_2345,1,1
OG_2346,1,1
OG_2347,1,1
OG_2348,1,1
OG_2349,1,1
OG_2350,1,1
OG_2351,1,1
OG_2352,1,1
OG_2353,1,1
OG_2354,1,1
OG_2355,1,1
OG_2356,1,1
OG_2357,1,1
OG_2358,1,1
OG_2359,1,1
OG_2360,3,3
OG_2361,3,3
OG_2362,3,3
OG_2363,3,3
OG_2364,1,1
OG_2365,1,1
OG_2366,1,1
OG_2367,1,1
OG_2368,1,1
OG_2369,4,4
OG_2370,1,1
OG_2371,1,1
OG_2372,1,1
OG_2373,3,3
OG_2374,3,3
OG_2375,3,3
OG_2376,3,3
OG_2377,3,3
OG_2378,3,3
OG_2379,3,3
OG_2380,3,3
OG_2381,1,1
OG_2382,1,1
OG_2383,1,1
OG_2384,2,2
OG_2385,1,1
OG_2386,1,1
OG_2387,1,1
OG_2388,1,1
OG_2389,1,1
OG_2390,1,1
OG_2391,1,1
OG_2392,1,1
OG_2393,1,1
OG_2394,3,3
OG_2395,3,3
OG_2396,3,3
OG_2397,3,3
OG_2398,3,3
OG_2399,3,3
OG_2400,3,3
OG_2401,3,3
OG_2402,1,1
OG_2403,1,1
OG_2404,1,1
OG_2405,1,1
OG_2406,1,1
OG_2407,1,1
OG_2408,1,1
OG_2409,1,1
OG_2410,1,1
OG_2411,1,1
OG_2412,1,1
OG_2413,1,1
OG_2414,1,1
OG_2415,2,2
OG_2416,2,2
OG_2417,2,2
OG_2418,4,4
OG_2419,1,1
OG_2420,1,1
OG_2421,1,1
OG_2422,1,1
OG_2423,2,2
OG_2424,2,2
OG_2425,2,2
OG_2426,1,1
OG_2427,6,6
OG_2428,1,1
OG_2429,1,1
OG_2430,1,1
OG_2431,1,1
OG_2432,1,1
OG_2433,1,1
OG_2434,1,1
OG_2435,1,1
OG_2436,1,1
OG_2437,1,1
OG_2438,1,1
OG_2439,1,1
OG_2440,1,1
OG_2441,1,1
OG_2442,1,1
OG_2443,1,1
OG_2444,1,1
OG_2445,1,1
OG_2446,1,1
OG_2447,1,1
OG_2448,1,1
OG_2449,1,1
OG_2450,1,1
OG_2451,1,1
OG_2452,1,1
OG_2453,1,1
OG_2454,1,1
OG_2455,1,1
OG_2456,1,1
OG_2457,1,1
OG_2458,1,1
OG_2459,1,1
OG_2460,1,1
OG_2461,1,3
OG_2462,1,2
OG_2463,1,1
OG_2464,1,1
OG_2465,1,2
OG_2466,1,1
OG_2467,1,1
OG_2468,1,1
OG_2469,1,1
OG_2470,1,1
OG_2471,1,1
OG_2472,1,1
OG_2473,1,1
OG_2474,1,1
OG_2475,1,1
OG_2476,1,1
OG_2477,1,1
OG_2478,1,1
OG_2479,1,1
OG_2480,1,1
OG_2481,1,1
OG_2482,1,1
OG_2483,1,1
OG_2484,1,1
OG_2485,1,1
OG_2486,1,1
OG_2487,1,1
OG_2488,1,1
OG_2489,1,1
OG_2490,1,1
OG_2491,1,1
OG_2492,1,1
OG_2493,1,1
OG_2494,1,1
OG_2495,1,1
OG_2496,1,1
OG_2497,1,1
OG_2498,1,1
OG_2499,1,1
OG_2500,1,1
OG_2501,1,1
OG_2502,1,1
OG_2503,1,1
OG_2504,1,1
OG_2505,1,1
OG_2506,1,1
OG_2507,1,1
OG_2508,1,1
OG_2509,1,1
OG_2510,1,1
OG_2511,1,1
OG_2512,1,1
OG_2513,1,1
OG_2514,1,1
OG_2515,1,1
OG_2516,1,1
OG_2517,1,1
OG_2518,1,1
OG_2519,1,1
OG_2520,1,1
OG_2521,1,1
OG_2522,1,1
OG_2523,1,1
OG_2524,1,1
OG_2525,1,1
OG_2526,1,1
OG_2527,1,1
OG_2528,1,1
OG_2529,1,1
OG_2530,1,1
OG_2531,1,1
OG_2532,1,1
OG_2533,1,1
OG_2534,1,1
OG_2535,1,1
OG_2536,1,1
OG_2537,1,1
OG_2538,1,1
OG_2539,1,1
OG_2540,1,1
OG_2541,1,1
OG_2542,1,1
OG_2543,1,1
OG_2544,1,1
OG_2545,1,1
OG_2546,1,1
OG_2547,1,1
OG_2548,1,1
OG_2549,1,1
OG_2550,1,1
OG_2551,1,1
OG_2552,1,1
OG_2553,1,1
OG_2554,1,1
OG_2555,1,1
OG_2556,1,1
OG_2557,1,1
OG_2558,1,1
OG_2559,1,1
OG_2560,1,1
OG_2561,1,1
OG_2562,1,1
OG_2563,1,1
OG_2564,1,1
OG_2565,1,1
OG_2566,1,1
OG_2567,1,1
OG_2568,1,1
OG_2569,1,1
OG_2570,1,1
OG_2571,1,1
OG_2572,1,1
OG_2573,1,1
OG_2574,1,1
OG_2575,1,1
OG_2576,1,1
OG_2577,1,1
OG_2578,1,1
OG_2579,1,1
OG_2580,1,2
OG_2581,1,1
OG_2582,1,1
OG_2583,1,1
OG_2584,1,1
OG_2585,1,1
OG_2586,1,1
OG_2587,1,1
OG_2588,1,1
OG_2589,1,1
OG_2590,1,1
OG_2591,1,1
OG_2592,1,1
OG_2593,1,1
OG_2594,1,1
OG_2595,1,1
OG_2596,1,1
OG_2597,1,1
OG_2598,1,1
OG_2599,1,1
OG_2600,1,1
OG_2601,1,1
OG_2602,1,1
OG_2603,1,1
OG_2604,1,1
OG_2605,1,1
OG_2606,1,1
OG_2607,1,1
OG_2608,1,1
OG_2609,1,1
OG_2610,1,1
OG_2611,1,1
OG_2612,1,1
OG_2613,1,1
OG_2614,1,1
OG_2615,1,1
OG_2616,1,1
OG_2617,1,1
OG_2618,1,1
OG_2619,1,1
OG_2620,1,1
OG_2621,1,1
OG_2622,1,1
OG_2623,1,1
OG_2624,1,1
OG_2625,1,1
OG_2626,1,1
OG_2627,1,1
OG_2628,1,1
OG_2629,1,1
OG_2630,1,1
OG_2631,1,1
OG_2632,1,1
OG_2633,1,1
OG_2634,1,1
OG_2635,1,1
OG_2636,1,1
OG_2637,1,1
OG_2638,1,1
OG_2639,1,1
OG_2640,1,1
OG_2641,1,1
OG_2642,1,1
OG_2643,1,1
OG_2644,1,1
OG_2645,1,1
OG_2646,1,1
OG_2647,1,1
OG_2648,1,1
OG_2649,1,1
OG_2650,1,1
OG_2651,1,1
OG_2652,1,1
OG_2653,1,1
OG_2654,1,1
OG_2655,1,1
OG_2656,1,1
OG_2657,1,1
OG_2658,1,1
OG_2659,1,1
OG_2660,1,1
OG_2661,1,1
OG_2662,1,1
OG_2663,1,1
OG_2664,1,1
OG_2665,1,1
OG_2666,1,1
OG_2667,1,1
OG_2668,1,1
OG_2669,1,1
OG_2670,1,1
OG_2671,1,1
OG_2672,1,1
OG_2673,1,1
OG_2674,1,1
OG_2675,1,1
OG_2676,1,1
OG_2677,1,1
OG_2678,1,1
OG_2679,1,1
OG_2680,1,1
OG_2681,1,1
OG_2682,1,1
OG_2683,1,1
OG_2684,1,1
OG_2685,1,1
OG_2686,1,1
OG_2687,1,1
OG_2688,1,1
OG_2689,1,1
OG_2690,1,1
OG_2691,1,1
OG_2692,1,1
OG_2693,1,1
OG_2694,1,1
OG_2695,1,1
OG_2696,1,1
OG_2697,1,1
OG_2698,1,1
OG_2699,1,1
OG_2700,1,1
OG_2701,1,1
OG_2702,1,1
OG_2703,1,1
OG_2704,1,1
OG_2705,1,1
OG_2706,1,1
OG_2707,1,1
OG_2708,1,1
OG_2709,1,1
OG_2710,1,1
OG_2711,1,1
OG_2712,1,1
OG_2713,1,1
OG_2714,1,1
OG_2715,1,1
OG_2716,1,1
OG_2717,1,1
OG_2718,1,1
OG_2719,1,1
OG_2720,1,1
OG_2721,1,1
OG_2722,1,1
OG_2723,1,1
OG_2724,1,1
OG_2725,1,1
OG_2726,1,1
OG_2727,1,1
OG_2728,1,1
OG_2729,1,1
OG_2730,1,1
OG_2731,1,1
OG_2732,1,1
OG_2733,1,1
OG_2734,1,1
OG_2735,1,1
OG_2736,1,1
OG_2737,1,1
OG_2738,1,1
OG_2739,1,1
OG_2740,1,1
OG_2741,1,1
OG_2742,1,1
OG_2743,1,1
OG_2744,1,1
OG_2745,1,1
OG_2746,1,1
OG_2747,1,1
OG_2748,1,1
OG_2749,1,1
OG_2750,10,10
OG_2751,1,1
OG_2752,1,2
OG_2753,1,1
OG_2754,1,1
OG_2755,1,1
OG_2756,1,1
OG_2757,1,1
OG_2758,1,1
OG_2759,1,1
OG_2760,1,1
OG_2761,10,10
OG_2762,1,1
OG_2763,1,1
OG_2764,1,1
OG_2765,8,8
OG_2766,1,1
OG_2767,1,1
OG_2768,1,1
OG_2769,1,1
OG_2770,1,1
OG_2771,1,1
OG_2772,1,1
OG_2773,1,1
OG_2774,1,1
OG_2775,1,1
OG_2776,1,1
OG_2777,1,1
OG_2778,1,1
OG_2779,1,1
OG_2780,10,10
OG_2781,1,1
OG_2782,1,1
OG_2783,1,1
OG_2784,1,1
OG_2785,1,1
OG_2786,10,10
OG_2787,10,10
OG_2788,1,1
OG_2789,9,9
OG_2790,1,1
OG_2791,1,1
OG_2792,1,1
OG_2793,9,9
OG_2794,9,9
OG_2795,1,1
OG_2796,1,1
OG_2797,1,1
OG_2798,1,1
OG_2799,2,2
OG_2800,2,2
OG_2801,2,2
OG_2802,2,2
OG_2803,2,2
OG_2804,2,2
OG_2805,2,2
OG_2806,2,2
OG_2807,2,2
OG_2808,2,2
OG_2809,2,2
OG_2810,2,2
OG_2811,1,1
OG_2812,1,1
OG_2813,2,2
OG_2814,2,2
OG_2815,2,2
OG_2816,2,2
OG_2817,2,2
OG_2818,1,1
OG_2819,1,1
OG_2820,1,1
OG_2821,1,1
OG_2822,1,1
OG_2823,1,1
OG_2824,1,1
OG_2825,1,1
OG_2826,1,1
OG_2827,1,1
OG_2828,7,7
OG_2829,2,2
OG_2830,2,2
OG_2831,9,9
OG_2832,9,9
OG_2833,9,9
OG_2834,9,9
OG_2835,9,9
OG_2836,2,2
OG_2837,1,1
OG_2838,1,1
OG_2839,2,2
OG_2840,9,9
OG_2841,1,1
OG_2842,1,1
OG_2843,7,7
OG_2844,4,4
OG_2845,9,9
OG_2846,7,7
OG_2847,3,3
OG_2848,2,2
OG_2849,3,3
OG_2850,1,1
OG_2851,1,1
OG_2852,1,1
OG_2853,1,1
OG_2854,2,2
OG_2855,3,3
OG_2856,1,1
OG_2857,1,1
OG_2858,7,7
OG_2859,2,2
OG_2860,2,2
OG_2861,2,2
OG_2862,9,9
OG_2863,9,9
OG_2864,9,9
OG_2865,9,9
OG_2866,9,9
OG_2867,9,9
OG_2868,9,9
OG_2869,9,9
OG_2870,7,7
OG_2871,9,9
OG_2872,9,9
OG_2873,9,9
OG_2874,9,9
OG_2875,9,9
OG_2876,9,9
OG_2877,2,2
OG_2878,2,2
OG_2879,1,1
OG_2880,9,9
OG_2881,9,9
OG_2882,9,9
OG_2883,9,9
OG_2884,1,1
OG_2885,1,1
OG_2886,1,1
OG_2887,1,1
OG_2888,9,9
OG_2889,1,1
OG_2890,9,9
OG_2891,4,4
OG_2892,9,9
OG_2893,9,9
OG_2894,9,9
OG_2895,8,8
OG_2896,1,1
OG_2897,8,8
OG_2898,2,2
OG_2899,9,9
OG_2900,6,6
OG_2901,7,7
OG_2902,1,1
OG_2903,1,1
OG_2904,7,7
OG_2905,1,1
OG_2906,1,1
OG_2907,1,1
OG_2908,2,2
OG_2909,8,8
OG_2910,2,2
OG_2911,2,2
OG_2912,1,1
OG_2913,1,1
OG_2914,2,2
OG_2915,2,2
OG_2916,2,2
OG_2917,2,2
OG_2918,7,7
OG_2919,5,5
OG_2920,2,2
OG_2921,1,1
OG_2922,2,2
OG_2923,1,1
OG_2924,2,2
OG_2925,2,2
OG_2926,8,8
OG_2927,2,2
OG_2928,1,1
OG_2929,1,1
OG_2930,5,5
OG_2931,5,5
OG_2932,5,5
OG_2933,5,5
OG_2934,5,5
OG_2935,3,3
OG_2936,5,5
OG_2937,1,1
OG_2938,1,1
OG_2939,5,5
OG_2940,5,5
OG_2941,6,6
OG_2942,5,5
OG_2943,5,5
OG_2944,5,5
OG_2945,5,5
OG_2946,3,3
OG_2947,4,4
OG_2948,3,3
OG_2949,2,2
OG_2950,2,2
OG_2951,2,2
OG_2952,2,2
OG_2953,2,2
OG_2954,2,2
OG_2955,1,1
OG_2956,1,1
OG_2957,1,1
OG_2958,1,1
OG_2959,1,1
OG_2960,1,1
OG_2961,1,1
OG_2962,1,1
OG_2963,1,1
OG_2964,1,1
OG_2965,1,1
OG_2966,1,1
OG_2967,1,1
OG_2968,1,1
OG_2969,1,1
OG_2970,1,1
OG_2971,1,1
OG_2972,1,1
OG_2973,1,1
OG_2974,1,1
OG_2975,1,1
OG_2976,1,1
OG_2977,1,1
OG_2978,1,1
OG_2979,1,1
OG_2980,1,1
OG_2981,1,1
OG_2982,1,1
OG_2983,1,1
OG_2984,1,1
OG_2985,1,1
OG_2986,1,1
OG_2987,1,1
OG_2988,1,1
OG_2989,1,1
